# convergence | collection gavish (pan-cancer malignant metaprograms (Gavish)) | DRVI run drvi_tum_64 | 05_4 - 05_8 signature interpretation
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
dim_direction,dimension,direction,A_best_signature,A_rho,A_best_any_readout,A_rho_any,B_best_signature,B_neglog10_fdr,B_fdr,A_significant,B_significant,same_signature,same_family,A_family,B_family,verdict,dimension_vanished,confounder_flags
DR 56+,DR 56,+,MP25_ASTROCYTES,0.2725,MP25_ASTROCYTES,0.2725,MP25_ASTROCYTES,3.823,0.00015031419660900224,True,True,True,True,neural,neural,convergent,True,lineage_control_claim_bounds_the_rest
DR 56-,DR 56,-,MP2_CELL_CYCLE_G1_S,0.271,MP2_CELL_CYCLE_G1_S,0.271,MP28_OLIGO_NORMAL,3.593,0.0002552701302661247,True,True,False,False,cell_cycle,neural,both_routes_different_family,True,cell_cycle
DR 57+,DR 57,+,MP40_PDAC_RELATED,0.2336,MP40_PDAC_RELATED,0.2336,MP14_EMT_3,1.8622,0.013734093509770003,True,True,False,False,epithelial_lineage,emt,both_routes_different_family,True,none
DR 57-,DR 57,-,MP4_CHROMATIN,0.1484,MP4_CHROMATIN,0.1484,MP5_STRESS,4.8242,1.498994364112205e-05,False,True,False,False,chromatin,stress,factor_only_candidate_patient_or_technical,True,none
DR 58+,DR 58,+,MP3_CELL_CYCLE_HMG_RICH,0.3805,MP3_CELL_CYCLE_HMG_RICH,0.3805,MP28_OLIGO_NORMAL,2.0112,0.009745407417663063,True,True,False,False,cell_cycle,neural,both_routes_different_family,True,"depth,cell_cycle"
DR 58-,DR 58,-,MP5_STRESS,0.4041,MP5_STRESS,0.4041,MP30_PDAC_CLASSICAL,2.2831,0.005210747154033924,True,True,False,False,stress,epithelial_lineage,both_routes_different_family,True,none
DR 59+,DR 59,+,MP3_CELL_CYCLE_HMG_RICH,0.2116,MP3_CELL_CYCLE_HMG_RICH,0.2116,MP11_TRANSLATION_INITIATION,1.4384,0.03644181507888611,True,True,False,False,cell_cycle,proteostasis,both_routes_different_family,True,"depth,cell_cycle"
DR 59-,DR 59,-,MP40_PDAC_RELATED,0.1537,MP40_PDAC_RELATED,0.1537,MP17_INTERFERON_MHC_II_1,6.3637,4.328127042202222e-07,False,True,False,False,epithelial_lineage,immune,factor_only_candidate_patient_or_technical,True,none
DR 60+,DR 60,+,MP2_CELL_CYCLE_G1_S,0.3163,MP2_CELL_CYCLE_G1_S,0.3163,MP12_EMT_1,1.2797,0.052517010964041315,True,False,False,False,cell_cycle,emt,cell_only_state_not_on_one_axis,True,cell_cycle
DR 60-,DR 60,-,MP15_EMT_4,0.283,MP15_EMT_4,0.283,MP5_STRESS,2.8905,0.0012867672530296726,True,True,False,False,emt,stress,both_routes_different_family,True,mesenchymal_may_be_ambient_or_doublet
DR 61+,DR 61,+,MP19_EPITHELIAL_SENESCENCE,0.2637,MP19_EPITHELIAL_SENESCENCE,0.2637,MP11_TRANSLATION_INITIATION,3.5338,0.0002925499309897072,True,True,False,False,senescence,proteostasis,both_routes_different_family,True,cell_cycle
DR 61-,DR 61,-,MP3_CELL_CYCLE_HMG_RICH,0.345,MP3_CELL_CYCLE_HMG_RICH,0.345,MP17_INTERFERON_MHC_II_1,8.1223,7.545708085457756e-09,True,True,False,False,cell_cycle,immune,both_routes_different_family,True,"depth,cell_cycle"
DR 62+,DR 62,+,MP40_PDAC_RELATED,0.3031,MP40_PDAC_RELATED,0.3031,MP14_EMT_3,3.662,0.0002177709772353159,True,True,False,False,epithelial_lineage,emt,both_routes_different_family,True,none
DR 62-,DR 62,-,MP3_CELL_CYCLE_HMG_RICH,0.4368,MP3_CELL_CYCLE_HMG_RICH,0.4368,MP26_NPC_GLIOMA,3.4714,0.00033775361033186907,True,True,False,False,cell_cycle,neural,both_routes_different_family,True,"depth,cell_cycle"
DR 63+,DR 63,+,MP2_CELL_CYCLE_G1_S,0.2644,MP2_CELL_CYCLE_G1_S,0.2644,MP6_HYPOXIA,2.3737,0.00422960684266539,True,True,False,False,cell_cycle,stress,both_routes_different_family,True,cell_cycle
DR 63-,DR 63,-,MP9_UNFOLDED_PROTEIN_RESPONSE,0.2234,MP9_UNFOLDED_PROTEIN_RESPONSE,0.2234,MP18_INTERFERON_MHC_II_2,3.9927,0.00010169509351159436,True,True,False,False,proteostasis,immune,both_routes_different_family,True,depth
DR 64+,DR 64,+,MP32_SKIN_PIGMENTATION,0.0927,MP32_SKIN_PIGMENTATION,0.0927,MP7_STRESS_IN_VITRO,4.7088,1.9552396696208867e-05,False,True,False,False,other_lineage,stress,factor_only_candidate_patient_or_technical,True,none
DR 64-,DR 64,-,MP41_UNASSIGNED,0.2949,MP41_UNASSIGNED,0.2949,MP18_INTERFERON_MHC_II_2,2.1998,0.006312479779910386,True,True,False,False,unassigned,immune,both_routes_different_family,True,depth
