# convergence | collection emt (epithelial-mesenchymal transition (EMT)) | DRVI run drvi_tum_64_nomt | vanished dimensions PRUNED (DRVI's own behaviour) | 05_4 - 05_8 signature interpretation
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
dim_direction,dimension,direction,A_best_signature,A_rho,A_best_any_readout,A_rho_any,A_auroc_target_this_side,A_standardised_mean_difference,B_best_signature,B_neglog10_fdr,B_fdr,A_significant,B_significant,same_signature,same_family,A_family,B_family,verdict,dimension_vanished,confounder_flags
DR 51+,DR 51,+,EMT_B_HYBRID,-0.017,EMT_SCORE_B,0.0664,0.4016061601022137,-0.33435628,EMT_C_EPITHELIAL,0.7007,0.19920489224688023,False,False,False,False,hybrid,epithelial,neither,False,none
DR 51-,DR 51,-,EMT_B_EPITHELIAL,0.1409,EMT_B_EPITHELIAL,0.1409,0.5983938398977863,0.33435628,EMT_C_MESENCHYMAL,0.4686,0.33993822312328,False,False,False,False,epithelial,mesenchymal,neither,False,depth
DR 52+,DR 52,+,EMT_C_MESENCHYMAL,0.0589,EMT_C_MESENCHYMAL,0.0589,0.5454171696609764,0.15202399,EMT_B_MESENCHYMAL,0.0556,0.8798324994418666,False,False,False,False,mesenchymal,mesenchymal,neither,False,mesenchymal_may_be_ambient_or_doublet
DR 52-,DR 52,-,EMT_A_EPITHELIAL,-0.0203,EMT_SCORE_B,-0.0152,0.4545828303390236,-0.15202399,EMT_B_EPITHELIAL,-0.0,1.0,False,False,False,False,epithelial,epithelial,neither,False,depth
DR 53+,DR 53,+,EMT_B_MESENCHYMAL,0.0228,EMT_SCORE_B,0.0299,0.5174116111966836,-0.00019669828,EMT_B_HYBRID,0.0556,0.8798324994418666,False,False,False,False,mesenchymal,hybrid,neither,False,mesenchymal_may_be_ambient_or_doublet
DR 53-,DR 53,-,EMT_B_EPITHELIAL,0.0207,EMT_B_EPITHELIAL,0.0207,0.48258838880331645,0.00019669828,EMT_C_EPITHELIAL,0.1434,0.7187866460688805,False,False,False,False,epithelial,epithelial,neither,False,depth
DR 54+,DR 54,+,EMT_A_MESENCHYMAL,0.0523,EMT_SCORE_A,0.1485,0.4427982861864425,-0.17867814,EMT_C_MESENCHYMAL,0.4686,0.33993822312328,False,False,False,False,mesenchymal,mesenchymal,neither,False,mesenchymal_may_be_ambient_or_doublet
DR 54-,DR 54,-,EMT_A_EPITHELIAL,0.1749,EMT_A_EPITHELIAL,0.1749,0.5572017138135574,0.17867814,EMT_A_EPITHELIAL,0.2213,0.6007586047756746,False,False,False,False,epithelial,epithelial,neither,False,depth
DR 55+,DR 55,+,EMT_C_MESENCHYMAL,0.0256,EMT_C_MESENCHYMAL,0.0256,0.4673748597228226,-0.022368696,EMT_B_EPITHELIAL,0.0,1.0,False,False,False,False,mesenchymal,epithelial,neither,False,mesenchymal_may_be_ambient_or_doublet
DR 55-,DR 55,-,EMT_C_HYBRID,0.0305,EMT_C_HYBRID,0.0305,0.5326251402771773,0.022368696,EMT_B_EPITHELIAL,-0.0,1.0,False,False,False,False,hybrid,epithelial,neither,False,none
DR 56+,DR 56,+,EMT_C_MESENCHYMAL,0.0858,EMT_C_MESENCHYMAL,0.0858,0.5627038861937809,0.16666518,EMT_A_MESENCHYMAL,0.1458,0.7148254395687633,False,False,False,False,mesenchymal,mesenchymal,neither,False,mesenchymal_may_be_ambient_or_doublet
DR 56-,DR 56,-,EMT_C_HYBRID,-0.013,EMT_C_HYBRID,-0.013,0.43729611380621913,-0.16666518,EMT_B_EPITHELIAL,-0.0,1.0,False,False,False,False,hybrid,epithelial,neither,False,none
